T,x,y,z,vx,vy,vz,omega0,omega1,omega2,omega3,wx,wy,wz
447,5731796.30319825,3311570.08409202,-3.00201515351429,-3887.37737935202,6716.77261117255,-0.0131240614769089,0.655991709648672,-0.263959991044338,-0.263959991044338,0.655991709648672,0.000107445229043379,0,0
448,5727904.98266021,3318284.57647047,-3.01515252736506,-3895.26280766273,6712.21060363297,-0.0131506832230643,0.656003526175109,-0.263930622788902,-0.263930622788902,0.656003526175109,7.16301494622718e-05,0,0
449,5724005.77936285,3324994.50221613,-3.02831651395122,-3903.14289619161,6707.63934662781,-0.0131772869416167,0.656010615459361,-0.263913001582993,-0.263913001582993,0.656010615459361,3.58150698811651e-05,0,0
450,5720098.69865137,3331699.85208264,-3.0415070952269,-3911.01763410792,6703.0588463745,-0.0132038725960005,0.656012978448073,-0.263907127807499,-0.263907127807499,0.656012978448073,4.15482622118314e-11,0,0
451,5716183.74588178,3338400.61682987,-3.05472425310965,-3918.88701058809,6698.46910910311,-0.0132304401496744,0.656012978454117,-0.263907127792473,-0.263907127792473,0.656012978454117,4.58094989913972e-11,0,0
452,5712260.92642094,3345096.78722392,-3.0679679694805,-3926.75101481568,6693.87014105635,-0.0132569895661211,0.656012978460162,-0.263907127777447,-0.263907127777447,0.656012978460162,4.58094989913972e-11,0,0
453,5708330.24564651,3351788.35403715,-3.08123822618399,-3934.6096359815,6689.26194848955,-0.0132835208088477,0.656012978466207,-0.263907127762422,-0.263907127762422,0.656012978466207,4.58094989913972e-11,0,0
454,5704391.70894688,3358475.30804824,-3.09453500502833,-3942.46286328383,6684.64453767045,-0.0133100338413873,0.656012978472252,-0.263907127747396,-0.263907127747396,0.656012978472252,4.58094989913972e-11,0,0
455,5700445.32172136,3365157.64004205,-3.10785828778502,-3950.31068592775,6680.01791487967,-0.0133365286272949,0.656012978478296,-0.26390712773237,-0.26390712773237,0.656012978478296,4.58094989913972e-11,0,0
456,5696491.08938004,3371835.34080966,-3.12120805618903,-3958.15309312544,6675.38208641054,-0.0133630051301494,0.656012978484341,-0.263907127717344,-0.263907127717344,0.656012978484341,4.58094989913972e-11,0,0
457,5692529.01734379,3378508.40114852,-3.13458429193906,-3965.99007409641,6670.73705856887,-0.0133894633135545,0.656012978490386,-0.263907127702318,-0.263907127702318,0.656012978490386,4.58094989913972e-11,0,0
458,5688559.11104421,3385176.8118624,-3.14798697669746,-3973.82161806759,6666.08283767302,-0.0134159031411393,0.656012978496431,-0.263907127687293,-0.263907127687293,0.656012978496431,4.58094989913972e-11,0,0
459,5684581.37592367,3391840.56376147,-3.16141609209029,-3981.64771427326,6661.41943005383,-0.0134423245765578,0.656012978502475,-0.263907127672267,-0.263907127672267,0.656012978502475,4.58094989913972e-11,0,0
460,5680595.81743529,3398499.64766219,-3.17487161970732,-3989.46835195511,6656.74684205468,-0.013468727583489,0.65601297850852,-0.263907127657241,-0.263907127657241,0.65601297850852,4.58094989913972e-11,0,0
461,5676602.44104295,3405154.05438741,-3.18835354110199,-3997.28352036216,6652.06508003146,-0.0134951121256373,0.656012978514565,-0.263907127642215,-0.263907127642215,0.656012978514565,4.58094989913972e-11,0,0
462,5672601.25222127,3411803.77476631,-3.20186183779146,-4005.09320875087,6647.37415035255,-0.0135214781667319,0.656012978520609,-0.263907127627189,-0.263907127627189,0.656012978520609,4.58094989913972e-11,0,0
463,5668592.25645562,3418448.79963448,-3.21539649125662,-4012.89740638476,6642.67405939903,-0.0135478256705255,0.656012978526654,-0.263907127612163,-0.263907127612163,0.656012978526654,4.58094989913972e-11,0,0
464,5664575.45924218,3425089.11983372,-3.22895748294185,-4020.69610253436,6637.96481356474,-0.0135741546007939,0.656012978532699,-0.263907127597138,-0.263907127597138,0.656012978532699,4.58094989913972e-11,0,0
465,5660550.86608784,3431724.7262123,-3.24254479425538,-4028.48928647765,6633.24641925598,-0.0136004649213381,0.656012978538744,-0.263907127582112,-0.263907127582112,0.656012978538744,4.58094989913972e-11,0,0
466,5656518.48251017,3438355.60962493,-3.25615840656935,-4036.2769475001,6628.5188828915,-0.0136267565959847,0.656012978544788,-0.263907127567086,-0.263907127567086,0.656012978544788,4.58094989913972e-11,0,0
467,5652478.31403743,3444981.76093279,-3.26979830121982,-4044.05907489472,6623.78221090248,-0.0136530295885857,0.656012978550833,-0.26390712755206,-0.26390712755206,0.656012978550833,4.58094989913972e-11,0,0
468,5648430.36620859,3451603.1710035,-3.28346445950676,-4051.83565796198,6619.03640973254,-0.0136792838630187,0.656012978556878,-0.263907127537034,-0.263907127537034,0.656012978556878,4.58094989913972e-11,0,0
469,5644374.6445733,3458219.83071116,-3.29715686269402,-4059.60668600989,6614.28148583777,-0.0137055193831868,0.656012978562923,-0.263907127522009,-0.263907127522009,0.656012978562923,4.58094989913972e-11,0,0
470,5640311.15469189,3464831.73093629,-3.31087549200938,-4067.37214835394,6609.51744568665,-0.0137317361130187,0.656012978568967,-0.263907127506983,-0.263907127506983,0.656012978568967,4.58094989913972e-11,0,0
471,5636239.90213538,3471438.86256595,-3.32462032864461,-4075.13203431711,6604.74429576016,-0.0137579340164683,0.656012978575012,-0.263907127491957,-0.263907127491957,0.656012978575012,4.58094989913972e-11,0,0
472,5632160.89248549,3478041.21649357,-3.33839135375525,-4082.88633322947,6599.96204255197,-0.0137841130575125,0.656012978581057,-0.263907127476931,-0.263907127476931,0.656012978581057,4.58094989913972e-11,0,0
473,5628074.13133468,3484638.78361903,-3.35218854846069,-4090.63503442836,6595.17069256833,-0.0138102732001528,0.656012978587102,-0.263907127461905,-0.263907127461905,0.656012978587102,4.58094989913972e-11,0,0
474,5623979.624286,3491231.55484877,-3.36601189384443,-4098.37812725876,6590.37025232786,-0.0138364144084164,0.656012978593146,-0.263907127446879,-0.263907127446879,0.656012978593146,4.58094989913972e-11,0,0
475,5619877.37695316,3497819.52109578,-3.3798613709541,-4106.11560107327,6585.56072836154,-0.0138625366463565,0.656012978599191,-0.263907127431854,-0.263907127431854,0.656012978599191,4.58094989913972e-11,0,0
476,5615767.39496048,3504402.67327964,-3.39373696080147,-4113.84744523212,6580.74212721274,-0.0138886398780523,0.656012978605236,-0.263907127416828,-0.263907127416828,0.656012978605236,4.58094989913972e-11,0,0
477,5611649.68394291,3510981.00232647,-3.40763864436241,-4121.57364910317,6575.91445543717,-0.0139147240676089,0.65601297861128,-0.263907127401802,-0.263907127401802,0.65601297861128,4.58094989913972e-11,0,0
478,5607524.24954603,3517554.49916898,-3.42156640257693,-4129.29420206192,6571.07771960293,-0.0139407891791573,0.656012978617325,-0.263907127386776,-0.263907127386776,0.656012978617325,4.58094989913972e-11,0,0
479,5603391.09742603,3524123.15474642,-3.4355202163492,-4137.00909349149,6566.23192629045,-0.0139668351768545,0.65601297862337,-0.26390712737175,-0.26390712737175,0.65601297862337,4.58094989913972e-11,0,0
480,5599250.23324972,3530686.96000466,-3.44950006654756,-4144.71831278253,6561.37708209263,-0.0139928620248827,0.656012978629415,-0.263907127356725,-0.263907127356725,0.656012978629415,4.58094989913972e-11,0,0
481,5595101.66269457,3537245.90589606,-3.46350593400431,-4152.42184933284,6556.51319361503,-0.0140188696874475,0.656012978635459,-0.263907127341699,-0.263907127341699,0.656012978635459,4.58094989913972e-11,0,0
482,5590945.39144868,3543799.98337956,-3.47753779951589,-4160.11969254778,6551.64026747562,-0.0140448581287799,0.656012978641504,-0.263907127326673,-0.263907127326673,0.656012978641504,4.58094989913972e-11,0,0
483,5586781.42521071,3550349.18342078,-3.49159564384313,-4167.8118318405,6546.75831030465,-0.0140708273131373,0.656012978647549,-0.263907127311647,-0.263907127311647,0.656012978647549,4.58094989913972e-11,0,0
484,5582609.76968986,3556893.49699201,-3.5056794477112,-4175.49825663188,6541.86732874466,-0.0140967772048034,0.656012978653593,-0.263907127296621,-0.263907127296621,0.656012978653593,4.58094989913972e-11,0,0
485,5578430.4306059,3563432.91507221,-3.51978919180961,-4183.17895635056,6536.96732945051,-0.0141227077680886,0.656012978659638,-0.263907127281596,-0.263907127281596,0.656012978659638,4.58094989913972e-11,0,0
486,5574243.41368917,3569967.42864702,-3.53392485679224,-4190.85392043293,6532.0583190893,-0.0141486189673293,0.656012978665683,-0.26390712726657,-0.26390712726657,0.656012978665683,4.58094989913972e-11,0,0
487,5570048.72468054,3576497.02870875,-3.54808642327731,-4198.52313832315,6527.14030434048,-0.0141745107668884,0.656012978671728,-0.263907127251544,-0.263907127251544,0.656012978671728,4.58094989913972e-11,0,0
488,5565846.36933148,3583021.7062564,-3.56227387184743,-4206.18659947313,6522.21329189573,-0.0142003831311552,0.656012978677772,-0.263907127236518,-0.263907127236518,0.656012978677772,4.58094989913972e-11,0,0
489,5561636.35340395,3589541.45229566,-3.57648718304959,-4213.84429334231,6517.2772884592,-0.0142262360245439,0.656012978683817,-0.263907127221492,-0.263907127221492,0.656012978683817,4.58094989913972e-11,0,0
490,5557418.68267057,3596056.2578388,-3.59072633739493,-4221.49620939744,6512.33230074762,-0.0142520694114928,0.656012978689862,-0.263907127206466,-0.263907127206466,0.656012978689862,4.58094989913972e-11,0,0
491,5553193.36291447,3602566.11390484,-3.60499131535906,-4229.1423371131,6507.37833548997,-0.0142778832564664,0.656012978695906,-0.263907127191441,-0.263907127191441,0.656012978695906,4.58094989913972e-11,0,0
492,5548960.39992925,3609071.01151959,-3.61928209738221,-4236.78266597173,6502.41539942744,-0.0143036775239565,0.656012978701951,-0.263907127176415,-0.263907127176415,0.656012978701951,4.58094989913972e-11,0,0
493,5544719.79951902,3615570.94171561,-3.63359866386917,-4244.41718546366,6497.44349931345,-0.0143294521784811,0.656012978707996,-0.263907127161389,-0.263907127161389,0.656012978707996,4.58094989913972e-11,0,0
494,5540471.56749839,3622065.89553228,-3.64794099518931,-4252.04588508711,6492.46264191362,-0.0143552071845855,0.656012978714041,-0.263907127146363,-0.263907127146363,0.656012978714041,4.58094989913972e-11,0,0
495,5536215.70969244,3628555.86401574,-3.66230907167659,-4259.66875434815,6487.47283400579,-0.0143809425068414,0.656012978720085,-0.263907127131337,-0.263907127131337,0.656012978720085,4.58094989913972e-11,0,0
496,5531952.23193674,3635040.8382189,-3.67670287362954,-4267.28578276075,6482.47408238,-0.0144066581098475,0.65601297872613,-0.263907127116312,-0.263907127116312,0.65601297872613,4.58094989913972e-11,0,0
497,5527681.14007737,3641520.8092015,-3.69112238131134,-4274.89695984676,6477.46639383852,-0.0144323539582293,0.656012978732175,-0.263907127101286,-0.263907127101286,0.656012978732175,4.58094989913972e-11,0,0
498,5523402.43997088,3647995.76803003,-3.70556757494971,-4282.50227513554,6472.44977519606,-0.0144580300166367,0.65601297873822,-0.26390712708626,-0.26390712708626,0.65601297873822,4.58094989913972e-11,0,0
499,5519116.13748436,3654465.70577771,-3.72003843473677,-4290.10171816404,6467.42423327976,-0.0144836862497449,0.656012978744264,-0.263907127071234,-0.263907127071234,0.656012978744264,4.58094989913972e-11,0,0
500,5514822.23849533,3660930.61352463,-3.73453494082943,-4297.69527847717,6462.38977492894,-0.0145093226222562,0.656012978750309,-0.263907127056208,-0.263907127056208,0.656012978750309,4.58094989913972e-11,0,0
501,5510520.74889176,3667390.48235775,-3.74905707334943,-4305.28294562783,6457.346406995,-0.0145349390989,0.656012978756354,-0.263907127041183,-0.263907127041183,0.656012978756354,4.58094989913972e-11,0,0
502,5506211.67457201,3673845.30337095,-3.7636048123833,-4312.86470917696,6452.29413634152,-0.0145605356444329,0.656012978762399,-0.263907127026157,-0.263907127026157,0.656012978762399,4.58094989913972e-11,0,0
503,5501895.02144488,3680295.06766497,-3.77817813798241,-4320.44055869348,6447.2329698442,-0.0145861122236388,0.656012978768443,-0.263907127011131,-0.263907127011131,0.656012978768443,4.58094989913972e-11,0,0
504,5497570.79542958,3686739.76634745,-3.79277703016293,-4328.0104837543,6442.16291439086,-0.0146116688013288,0.656012978774488,-0.263907126996105,-0.263907126996105,0.656012978774488,4.58094989913972e-11,0,0
505,5493239.00245575,3693179.39053293,-3.80740146890585,-4335.57447394437,6437.08397688149,-0.0146372053423412,0.656012978780533,-0.263907126981079,-0.263907126981079,0.656012978780533,4.58094989913972e-11,0,0
506,5488899.64846344,3699613.93134284,-3.82205143415703,-4343.1325188566,6431.9961642282,-0.0146627218115412,0.656012978786577,-0.263907126966054,-0.263907126966054,0.656012978786577,4.58094989913972e-11,0,0
507,5484552.73940313,3706043.3799055,-3.83672690582707,-4350.68460809146,6426.89948335554,-0.0146882181738187,0.656012978792622,-0.263907126951028,-0.263907126951028,0.656012978792622,4.58094989913972e-11,0,0
508,5480198.28123578,3712467.72735604,-3.85142786379127,-4358.23073125723,6421.79394120036,-0.0147136943940899,0.656012978798667,-0.263907126936002,-0.263907126936002,0.656012978798667,4.58094989913972e-11,0,0
509,5475836.27993266,3718886.96483661,-3.86615428788996,-4365.77087797032,6416.67954471153,-0.0147391504372982,0.656012978804712,-0.263907126920976,-0.263907126920976,0.656012978804712,4.58094989913972e-11,0,0
510,5471466.74147543,3725301.08349635,-3.88090615792854,-4373.30503785525,6411.55630085001,-0.0147645862684151,0.656012978810756,-0.26390712690595,-0.26390712690595,0.656012978810756,4.58094989913972e-11,0,0
511,5467089.6718561,3731710.07449139,-3.89568345367747,-4380.83320054467,6406.42421658879,-0.0147900018524392,0.656012978816801,-0.263907126890924,-0.263907126890924,0.656012978816801,4.58094989913972e-11,0,0
512,5462705.077077,3738113.92898486,-3.91048615487226,-4388.35535567939,6401.28329891294,-0.0148153971543973,0.656012978822846,-0.263907126875899,-0.263907126875899,0.656012978822846,4.58094989913972e-11,0,0
513,5458312.96315084,3744512.63814688,-3.92531424121345,-4395.87149290829,6396.13355481956,-0.0148407721393433,0.656012978828891,-0.263907126860873,-0.263907126860873,0.656012978828891,4.58094989913972e-11,0,0
514,5453913.33610068,3750906.19315458,-3.94016769236667,-4403.38160188844,6390.97499131781,-0.0148661267723591,0.656012978834935,-0.263907126845847,-0.263907126845847,0.656012978834935,4.58094989913972e-11,0,0
515,5449506.2019599,3757294.5851921,-3.95504648796267,-4410.88567228493,6385.80761542895,-0.0148914610185535,0.65601297884098,-0.263907126830821,-0.263907126830821,0.65601297884098,4.58094989913972e-11,0,0
516,5445091.56677227,3763677.80545053,-3.96995060759707,-4418.38369377052,6380.63143418663,-0.0149167748430605,0.656012978847025,-0.263907126815795,-0.263907126815795,0.656012978847025,4.58094989913972e-11,0,0
517,5440669.43659193,3770055.84512795,-3.98488003083054,-4425.87565602599,6375.44645463665,-0.0149420682110408,0.656012978853069,-0.26390712680077,-0.26390712680077,0.656012978853069,4.58094989913972e-11,0,0
518,5436239.8174833,3776428.69542953,-3.99983473718905,-4433.36154874037,6370.25268383677,-0.0149673410876833,0.656012978859114,-0.263907126785744,-0.263907126785744,0.656012978859114,4.58094989913972e-11,0,0
519,5431802.71552107,3782796.34756755,-4.01481470616386,-4440.84136161093,6365.0501288567,-0.0149925934382047,0.656012978865159,-0.263907126770718,-0.263907126770718,0.656012978865159,4.58094989913972e-11,0,0
520,5427358.13679022,3789158.7927614,-4.02981991721151,-4448.3150843432,6359.83879677817,-0.0150178252278502,0.656012978871204,-0.263907126755692,-0.263907126755692,0.656012978871204,4.58094989913972e-11,0,0
521,5422906.087386,3795516.02223757,-4.04485034975385,-4455.78270665097,6354.61869469484,-0.0150430364218927,0.656012978877248,-0.263907126740666,-0.263907126740666,0.656012978877248,4.58094989913972e-11,0,0
522,5418446.57341395,3801868.02722964,-4.05990598317805,-4463.24421825627,6349.38982971237,-0.0150682269856332,0.656012978883293,-0.26390712672564,-0.26390712672564,0.656012978883293,4.58094989913972e-11,0,0
523,5413979.60098988,3808214.7989783,-4.07498679683653,-4470.69960888939,6344.15220894837,-0.0150933968844008,0.656012978889338,-0.263907126710615,-0.263907126710615,0.656012978889338,4.58094989913972e-11,0,0
524,5409505.17623987,3814556.32873139,-4.09009277004715,-4478.14886828877,6338.9058395325,-0.0151185460835519,0.656012978895383,-0.263907126695589,-0.263907126695589,0.656012978895383,4.58094989913972e-11,0,0
525,5405023.3053003,3820892.60774375,-4.1052238820928,-4485.5919862006,6333.65072860677,-0.0151436745484681,0.656012978901427,-0.263907126680563,-0.263907126680563,0.656012978901427,4.58094989913972e-11,0,0
526,5400533.99431787,3827223.62727738,-4.12038011222174,-4493.02895237929,6328.38688332518,-0.015168782244559,0.656012978907472,-0.263907126665537,-0.263907126665537,0.656012978907472,4.58094989913972e-11,0,0
527,5396037.24944945,3833549.37860146,-4.13556143964777,-4500.45975658763,6323.1143108536,-0.0151938691372624,0.656012978913517,-0.263907126650511,-0.263907126650511,0.656012978913517,4.58094989913972e-11,0,0
528,5391533.07686211,3839869.85299239,-4.15076784355023,-4507.88438859677,6317.83301836982,-0.0152189351920445,0.656012978919561,-0.263907126635486,-0.263907126635486,0.656012978919561,4.58094989913972e-11,0,0
529,5387021.48273317,3846185.04173378,-4.16599930307401,-4515.30283818626,6312.54301306351,-0.0152439803744004,0.656012978925606,-0.26390712662046,-0.26390712662046,0.656012978925606,4.58094989913972e-11,0,0
530,5382502.4732501,3852494.93611644,-4.18125579732954,-4522.715095144,6307.24430213621,-0.0152690046498531,0.656012978931651,-0.263907126605434,-0.263907126605434,0.656012978931651,4.58094989913972e-11,0,0
531,5377976.05461063,3858799.5274384,-4.19653730539279,-4530.12114926628,6301.93689280136,-0.0152940079839545,0.656012978937696,-0.263907126590408,-0.263907126590408,0.656012978937696,4.58094989913972e-11,0,0
532,5373442.23302265,3865098.80700489,-4.21184380630529,-4537.52099035777,6296.6207922843,-0.0153189903422848,0.65601297894374,-0.263907126575382,-0.263907126575382,0.65601297894374,4.58094989913972e-11,0,0
533,5368901.01470425,3871392.76612841,-4.2271752790742,-4544.91460823136,6291.29600782234,-0.0153439516904517,0.656012978949785,-0.263907126560357,-0.263907126560357,0.656012978949785,4.58094989913972e-11,0,0
534,5364352.4058838,3877681.39612854,-4.24253170267197,-4552.30199270784,6285.96254666507,-0.0153688919940886,0.65601297895583,-0.263907126545331,-0.263907126545331,0.65601297895583,4.58094989913972e-11,0,0
535,5359796.41279985,3883964.68833216,-4.25791305603668,-4559.68313361638,6280.62041607393,-0.0153938112188573,0.656012978961874,-0.263907126530305,-0.263907126530305,0.656012978961874,4.58094989913972e-11,0,0
536,5355233.04170107,3890242.63407341,-4.27331931807225,-4567.05802079465,6275.2696233222,-0.0154187093304487,0.656012978967919,-0.263907126515279,-0.263907126515279,0.656012978967919,4.58094989913972e-11,0,0
537,5350662.29884625,3896515.2246938,-4.28875046764834,-4574.4266440888,6269.91017569493,-0.0154435862945821,0.656012978973964,-0.263907126500253,-0.263907126500253,0.656012978973964,4.58094989913972e-11,0,0
538,5346084.19050435,3902782.45154212,-4.30420648360044,-4581.78899335351,6264.542080489,-0.0154684420770062,0.656012978980009,-0.263907126485227,-0.263907126485227,0.656012978980009,4.58094989913972e-11,0,0
539,5341498.72295442,3909044.30597448,-4.31968734472983,-4589.14505845194,6259.16534501307,-0.0154932766434984,0.656012978986053,-0.263907126470202,-0.263907126470202,0.656012978986053,4.58094989913972e-11,0,0
540,5336905.90248568,3915300.77935431,-4.33519302980358,-4596.49482925575,6253.77997658764,-0.0155180899598647,0.656012978992098,-0.263907126455176,-0.263907126455176,0.656012978992098,4.58094989913972e-11,0,0
541,5332305.73539744,3921551.86305237,-4.35072351755458,-4603.83829564511,6248.38598254497,-0.0155428819919404,0.656012978998143,-0.26390712644015,-0.26390712644015,0.656012978998143,4.58094989913972e-11,0,0
542,5327698.22799915,3927797.54844675,-4.36627878668159,-4611.1754475085,6242.98337022928,-0.0155676527055882,0.656012979004188,-0.263907126425124,-0.263907126425124,0.656012979004188,4.58094989913972e-11,0,0
543,5323083.38661045,3934037.82692277,-4.38185881584889,-4618.50627474243,6237.57214699694,-0.0155924020666974,0.656012979010232,-0.263907126410098,-0.263907126410098,0.656012979010232,4.58094989913972e-11,0,0
544,5318461.21756107,3940272.68987312,-4.39746358368671,-4625.83076725196,6232.1523202161,-0.0156171300411858,0.656012979016277,-0.263907126395073,-0.263907126395073,0.656012979016277,4.58094989913972e-11,0,0
545,5313831.72719081,3946502.12869791,-4.41309306879131,-4633.14891495075,6226.72389726666,-0.0156418365950008,0.656012979022322,-0.263907126380047,-0.263907126380047,0.656012979022322,4.58094989913972e-11,0,0
546,5309194.9218495,3952726.13480468,-4.42874724972503,-4640.46070776109,6221.28688554019,-0.015666521694119,0.656012979028367,-0.263907126365021,-0.263907126365021,0.656012979028367,4.58094989913972e-11,0,0
547,5304550.80789706,3958944.69960837,-4.44442610501623,-4647.76613561389,6215.84129244,-0.0156911853045463,0.656012979034411,-0.263907126349995,-0.263907126349995,0.656012979034411,4.58094989913972e-11,0,0
548,5299899.39170344,3965157.81453136,-4.46012961315934,-4655.06518844867,6210.38712538112,-0.0157158273923178,0.656012979040456,-0.263907126334969,-0.263907126334969,0.656012979040456,4.58094989913972e-11,0,0
549,5295240.67964866,3971365.47100344,-4.47585775261485,-4662.3578562136,6204.92439179029,-0.0157404479234981,0.656012979046501,-0.263907126319944,-0.263907126319944,0.656012979046501,4.58094989913972e-11,0,0
550,5290574.67812277,3977567.66046184,-4.4916105018093,-4669.64412886545,6199.45309910596,-0.015765046864181,0.656012979052545,-0.263907126304918,-0.263907126304918,0.656012979052545,4.58094989913972e-11,0,0
551,5285901.39352589,3983764.37435122,-4.50738783913538,-4676.92399636943,6193.97325477846,-0.0157896241804882,0.65601297905859,-0.263907126289892,-0.263907126289892,0.65601297905859,4.58094989913972e-11,0,0
552,5281220.83226823,3989955.60412358,-4.52318974295154,-4684.19744869891,6188.48486627018,-0.0158141798385684,0.656012979064635,-0.263907126274866,-0.263907126274866,0.656012979064635,4.58094989913972e-11,0,0
553,5276533.00077005,3996141.34123842,-4.53901619158245,-4691.46447583591,6182.98794105521,-0.0158387138045994,0.65601297907068,-0.26390712625984,-0.26390712625984,0.65601297907068,4.58094989913972e-11,0,0
554,5271837.90546155,4002321.57716272,-4.55486716331907,-4698.72506777121,6177.48248661925,-0.0158632260447888,0.656012979076724,-0.263907126244814,-0.263907126244814,0.656012979076724,4.58094989913972e-11,0,0
555,5267135.55278294,4008496.30337103,-4.57074263641869,-4705.97921450434,6171.96851045965,-0.015887716525374,0.656012979082769,-0.263907126229789,-0.263907126229789,0.656012979082769,4.58094989913972e-11,0,0
556,5262425.9491844,4014665.5113454,-4.58664258910492,-4713.22690604356,6166.44602008537,-0.0159121852126221,0.656012979088814,-0.263907126214763,-0.263907126214763,0.656012979088814,4.58094989913972e-11,0,0
557,5257709.10112608,4020829.19257542,-4.60256699956768,-4720.46813240587,6160.91502301701,-0.0159366320728299,0.656012979094858,-0.263907126199737,-0.263907126199737,0.656012979094858,4.58094989913972e-11,0,0
558,5252985.01507812,4026987.3385582,-4.61851584596318,-4727.70288361703,6155.37552678679,-0.0159610570723238,0.656012979100903,-0.263907126184711,-0.263907126184711,0.656012979100903,4.58094989913972e-11,0,0
559,5248253.69752061,4033139.94079838,-4.634489106414,-4734.93114971155,6149.82753893857,-0.01598546017746,0.656012979106948,-0.263907126169685,-0.263907126169685,0.656012979106948,4.58094989913972e-11,0,0
560,5243515.15494363,4039286.99080817,-4.65048675900909,-4742.15292073246,6144.27106702798,-0.0160098413546231,0.656012979112993,-0.26390712615466,-0.26390712615466,0.656012979112993,4.58094989913972e-11,0,0
561,5238769.39384729,4045428.48010719,-4.66650878180342,-4749.36818673111,6138.70611862263,-0.0160342005702249,0.656012979119037,-0.263907126139634,-0.263907126139634,0.656012979119037,4.58094989913972e-11,0,0
562,5234016.42074164,4051564.40022267,-4.68255515281846,-4756.5769377676,6133.13270130177,-0.0160585377907069,0.656012979125082,-0.263907126124608,-0.263907126124608,0.656012979125082,4.58094989913972e-11,0,0
563,5229256.24214664,4057694.74268945,-4.69862585004223,-4763.77916391094,6127.55082265614,-0.0160828529825409,0.656012979131127,-0.263907126109582,-0.263907126109582,0.656012979131127,4.58094989913972e-11,0,0
564,5224488.86459213,4063819.49905002,-4.71472085142936,-4770.97485523898,6121.96049028805,-0.0161071461122286,0.656012979137172,-0.263907126094556,-0.263907126094556,0.656012979137172,4.58094989913972e-11,0,0
565,5219714.29461787,4069938.66085449,-4.73084013490103,-4778.16400183843,6116.36171181133,-0.0161314171463019,0.656012979143216,-0.26390712607953,-0.26390712607953,0.656012979143216,4.58094989913972e-11,0,0
566,5214932.5387735,4076052.2196606,-4.74698367834502,-4785.34659380488,6110.75449485136,-0.016155666051323,0.656012979149261,-0.263907126064505,-0.263907126064505,0.656012979149261,4.58094989913972e-11,0,0
567,5210143.60361858,4082160.16703373,-4.76315145961568,-4792.52262124279,6105.13884704505,-0.016179892793884,0.656012979155306,-0.263907126049479,-0.263907126049479,0.656012979155306,4.58094989913972e-11,0,0
568,5205347.49572255,4088262.49454688,-4.77934345653395,-4799.69207426548,6099.51477604087,-0.0162040973406072,0.65601297916135,-0.263907126034453,-0.263907126034453,0.65601297916135,4.58094989913972e-11,0,0
569,5200544.22166472,4094359.19378074,-4.79555964688747,-4806.85494299496,6093.88228949893,-0.0162282796581438,0.656012979167395,-0.263907126019427,-0.263907126019427,0.656012979167395,4.58094989913972e-11,0,0
570,5195733.78803441,4100450.25632351,-4.81180000843011,-4814.01121756162,6088.2413950913,-0.0162524397131726,0.65601297917344,-0.263907126004401,-0.263907126004401,0.65601297917344,4.58094989913972e-11,0,0
571,5190916.20143076,4106535.67377109,-4.82806451888253,-4821.16088810477,6082.59210050155,-0.0162765774724023,0.656012979179485,-0.263907125989376,-0.263907125989376,0.656012979179485,4.58094989913972e-11,0,0
572,5186091.46846274,4112615.43772712,-4.8443531559322,-4828.30394477272,6076.93441342468,-0.0163006929025725,0.656012979185529,-0.26390712597435,-0.26390712597435,0.656012979185529,4.58094989913972e-11,0,0
573,5181259.59574915,4118689.53980297,-4.86066589723346,-4835.44037772274,6071.26834156715,-0.0163247859704531,0.656012979191574,-0.263907125959324,-0.263907125959324,0.656012979191574,4.58094989913972e-11,0,0
574,5176420.58991861,4124757.97161774,-4.87700272040749,-4842.5701771211,6065.59389264687,-0.0163488566428446,0.656012979197619,-0.263907125944298,-0.263907125944298,0.656012979197619,4.58094989913972e-11,0,0
575,5171574.45760954,4130820.72479827,-4.89336360304232,-4849.69333314307,6059.9110743932,-0.016372904886578,0.656012979203664,-0.263907125929272,-0.263907125929272,0.656012979203664,4.58094989913972e-11,0,0
576,5166721.20547021,4136877.79097914,-4.90974852269284,-4856.80983597288,6054.21989454694,-0.0163969306685149,0.656012979209708,-0.263907125914247,-0.263907125914247,0.656012979209708,4.58094989913972e-11,0,0
577,5161860.84015867,4142929.16180266,-4.9261574568808,-4863.91967580377,6048.52036086033,-0.0164209339555474,0.656012979215753,-0.263907125899221,-0.263907125899221,0.656012979215753,4.58094989913972e-11,0,0
578,5156993.36834278,4148974.82891893,-4.94259038309489,-4871.02284283782,6042.81248109719,-0.0164449147145971,0.656012979221798,-0.263907125884195,-0.263907125884195,0.656012979221798,4.58094989913972e-11,0,0
579,5152118.79670031,4155014.78398568,-4.95904727879036,-4878.1193272856,6037.09626303319,-0.0164688729126133,0.656012979227842,-0.263907125869169,-0.263907125869169,0.656012979227842,4.58094989913972e-11,0,0
580,5147237.1319188,4161049.0186684,-4.97552812138945,-4885.20911936668,6031.37171445543,-0.0164928085165759,0.656012979233887,-0.263907125854143,-0.263907125854143,0.656012979233887,4.58094989913972e-11,0,0
581,5142348.38069553,4167077.52464046,-4.99203288828151,-4892.29220930976,6025.63884316236,-0.0165167214934957,0.656012979239932,-0.263907125839117,-0.263907125839117,0.656012979239932,4.58094989913972e-11,0,0
